iter	Logloss
189	0.05914848563
190	0.05871644997
191	0.05836487312
192	0.058023851
193	0.05758381002
194	0.05742916674
195	0.05707772588
196	0.05689028003
197	0.05654983925
198	0.05626869014
199	0.05593235519
200	0.05550602247
201	0.05517234287
202	0.05477072482
203	0.05439898268
204	0.05402667698
205	0.05370798607
206	0.05345351396
207	0.05320373588
208	0.0529831676
209	0.05259471898
210	0.05239471668
211	0.0522127029
212	0.05190865912
213	0.05170022093
214	0.05139731081
215	0.05100887887
216	0.05061142796
217	0.05032379681
218	0.05009082541
219	0.04980225796
220	0.04964702241
221	0.04928279624
222	0.04904607819
223	0.04886105291
224	0.04860042571
225	0.04850433087
226	0.04821218943
227	0.04803156787
228	0.04772802362
229	0.04748575118
230	0.04724958412
231	0.04706356687
232	0.04688042798
233	0.04667596037
234	0.0465260215
235	0.04633725509
236	0.04622260954
237	0.04589721966
238	0.04568657443
239	0.04529875542
240	0.0450407862
241	0.04468534359
242	0.04439339529
243	0.04418945342
244	0.04406523537
245	0.04370878041
246	0.04351107612
247	0.043295644
248	0.04312594448
249	0.04288123152
250	0.04280766284
251	0.04256686213
252	0.0422787755
253	0.04216022397
254	0.04193578359
255	0.04178320138
256	0.04171648675
257	0.04144612349
258	0.04128275231
259	0.04105005462
260	0.04079307881
261	0.04033569031
262	0.04005494944
263	0.03982762603
264	0.03945879145
265	0.03912562769
266	0.0389022132
267	0.03866326906
268	0.03849811768
269	0.0382906983
270	0.03806233517
271	0.03788395
272	0.03780445015
273	0.03764992802
274	0.03735444968
275	0.03722530276
276	0.03701717175
277	0.03681643391
278	0.03661037563
279	0.03653088274
280	0.03629475141
281	0.03617262013
282	0.03600951613
283	0.03581066498
284	0.03557788727
285	0.03540401792
286	0.03515514774
287	0.03494632813
288	0.03480581537
289	0.03455576706
290	0.0343823173
291	0.03427710205
292	0.03400010312
293	0.03379950107
294	0.03368578143
295	0.03358910658
296	0.03345041099
297	0.0333545198
298	0.03320754241
299	0.033096382
300	0.03280676112
301	0.03272753257
302	0.03262097171
303	0.03239014189
304	0.03216966942
305	0.03197424383
306	0.03182664851
307	0.03163216642
308	0.0315391921
309	0.03139119601
310	0.0313317668
311	0.03114191379
312	0.03092004182
313	0.03074032491
314	0.03063431174
315	0.0305455479
316	0.03041523244
317	0.03031863202
318	0.03023591273
319	0.03006970827
320	0.02974860082
321	0.02964466308
322	0.02952674362
323	0.02936750996
324	0.02916184477
325	0.02899176655
326	0.02888701664
327	0.0286693716
328	0.02851442996
329	0.02843474907
330	0.02828007004
331	0.02816441338
332	0.02807882611
333	0.02790357049
334	0.02776966528
335	0.02759509749
336	0.02743572992
337	0.02734107721
338	0.0271447225
339	0.0269565734
340	0.02679596434
341	0.02667291575
342	0.02653490811
343	0.02644645413
344	0.02635844096
345	0.02611463467
346	0.02600909573
347	0.025774307
348	0.02571151708
349	0.02569062739
350	0.02557988735
351	0.02541000284
352	0.02531872468
353	0.02522719209
354	0.02514939383
355	0.02499988199
356	0.02491867603
357	0.02475157542
358	0.02463795539
359	0.02450351724
360	0.02441055122
361	0.02434122129
362	0.0242844904
363	0.0242466317
364	0.02409903926
365	0.02392368024
366	0.02384345155
367	0.02378685916
368	0.02371456422
369	0.02365737056
370	0.0235595386
371	0.02341181096
372	0.02328751144
373	0.02317616911
374	0.02308031415
375	0.02300553342
376	0.02287754687
377	0.02270775143
378	0.02269052632
379	0.02262602092
380	0.02257481473
381	0.02242954003
382	0.02234629511
383	0.02223895713
384	0.02208064864
385	0.02199929939
386	0.02187654955
387	0.02180073889
388	0.02172924967
389	0.02164281792
390	0.02151003636
391	0.02143422465
392	0.02134775999
393	0.02130653696
394	0.02124040569
395	0.02119494945
396	0.02112626907
397	0.02103782882
398	0.02094267639
399	0.02084053258
400	0.0207404086
401	0.02067277377
402	0.02061957849
403	0.02055308145
404	0.02048294188
405	0.0204162634
406	0.02036061471
407	0.02029822864
408	0.02017985284
409	0.02007027178
410	0.02000365366
411	0.01995212865
412	0.01983030812
413	0.01980385259
414	0.01974153149
415	0.01961378409
416	0.01955944398
417	0.01946345523
418	0.0194412721
419	0.01935726864
420	0.01927121687
421	0.01915290126
422	0.01902944696
423	0.01894103837
424	0.01888382277
425	0.01881272788
426	0.01869156506
427	0.01864640831
428	0.0185148207
429	0.01834622582
430	0.01827414085
431	0.01822600661
432	0.01819570446
433	0.01804323204
434	0.01798505649
435	0.01793037559
436	0.01783929353
437	0.01777037197
438	0.01770732508
439	0.01761839594
440	0.01751623431
441	0.01744638508
442	0.01736988361
443	0.01724738705
444	0.01720769122
445	0.01710952316
446	0.01705486522
447	0.01696062591
448	0.01690188269
449	0.01687020823
450	0.01680752526
451	0.01676857405
452	0.01671796241
453	0.0166599881
454	0.01658330022
455	0.01652638744
456	0.01647913469
457	0.01641670483
458	0.01638648626
459	0.01632983901
460	0.01627867931
461	0.01611808449
462	0.01608439512
463	0.01599434096
464	0.01595821192
465	0.0159258795
466	0.01589329712
467	0.01583233254
468	0.01577990509
469	0.01574176471
470	0.0156950295
471	0.01561267036
472	0.01556066157
473	0.01544430984
474	0.01536413787
475	0.01531558702
476	0.0152637165
477	0.01516484782
478	0.01505250157
479	0.01500113992
480	0.01494011357
481	0.01490056749
482	0.01484291891
483	0.01479084944
484	0.01474536706
485	0.01464152987
486	0.01456469292
487	0.01449180582
488	0.0144629745
489	0.01442217838
490	0.01430545872
491	0.01424517736
492	0.01419900862
493	0.01412698995
494	0.01408972543
495	0.01405183759
496	0.01402129569
497	0.01397435048
498	0.0138969946
499	0.01383975078
500	0.01381092018
501	0.01375370057
502	0.01369662506
503	0.01362972394
504	0.01359686446
505	0.01354763581
506	0.01349000082
507	0.01341773515
508	0.01338319114
509	0.01331720558
510	0.01326336987
511	0.01324444517
512	0.01317522804
513	0.01314218901
514	0.0130966385
515	0.01301391984
516	0.01298053746
517	0.01292614017
518	0.01288882645
519	0.01283781152
520	0.01279870033
521	0.01275304731
522	0.01266961067
523	0.01263268521
524	0.01257152338
525	0.01253047608
526	0.01249674506
527	0.01245360312
528	0.01242575908
529	0.01241342248
530	0.01239042456
531	0.01234181497
532	0.01227775648
533	0.01221491941
534	0.01214517199
535	0.01211491355
536	0.01207359276
537	0.0120391539
538	0.01200119235
539	0.01195772209
540	0.01193745492
541	0.01189595096
542	0.01187305434
543	0.01180615336
544	0.01174851359
545	0.01172206339
546	0.01168947681
547	0.01165809195
548	0.01163311698
549	0.01157487108
550	0.01149267692
551	0.01143228802
552	0.01138140985
553	0.0113602922
554	0.01133495679
555	0.01130885424
556	0.01126466449
557	0.0112147477
558	0.01119799983
559	0.01110095619
560	0.01107840232
561	0.01103419976
562	0.01102201409
563	0.01099663662
564	0.01093319551
565	0.01089361962
566	0.01088122592
567	0.01084491109
568	0.01081575136
569	0.0107806313
570	0.01075369846
571	0.01073577072
572	0.01073176009
573	0.01071223054
574	0.01066683464
575	0.01059253109
576	0.01054301752
577	0.01051438282
578	0.01047333137
579	0.01044288203
580	0.01035308406
581	0.01032307535
582	0.01030805657
583	0.01027849448
584	0.01022851349
585	0.01017484129
586	0.01013627401
587	0.01009223643
588	0.01005259207
589	0.01000877739
590	0.009977893048
591	0.009952951435
592	0.009897210229
593	0.009857645136
594	0.009812948061
595	0.009786895098
596	0.009786768115
597	0.009786678477
598	0.009753776031
599	0.009730380516
600	0.009730362952
601	0.009723700419
602	0.009689652631
603	0.0096805894
604	0.009636168117
605	0.009602642298
606	0.009567426405
607	0.00952410013
608	0.009491206665
609	0.009456288532
610	0.009410038624
611	0.00937565127
612	0.009338565344
613	0.009305969184
614	0.009296322966
615	0.009270708529
616	0.009234149943
617	0.009209068189
618	0.009181390688
619	0.009135095194
620	0.009090764629
621	0.00906619501
622	0.009052035976
623	0.009004520452
624	0.008979764879
625	0.008950216919
626	0.0089071624
627	0.008884624981
628	0.008884632228
629	0.008871160313
630	0.008871144085
631	0.008850393797
632	0.008798383532
633	0.00877371376
634	0.008742845048
635	0.008701622564
636	0.008682000224
637	0.008681973082
638	0.008654540167
639	0.008627251371
640	0.008627216954
641	0.008597601496
642	0.008584484041
643	0.008573464123
644	0.008557405471
645	0.00852933699
646	0.008495446652
647	0.008455520933
648	0.008415886352
649	0.008379650252
650	0.008375072241
651	0.008361142388
652	0.008338488673
653	0.008304416359
654	0.008285687669
655	0.008258440225
656	0.00823954627
657	0.008216566289
658	0.008188459356
659	0.008169978917
660	0.008157530222
661	0.008125683764
662	0.008094079191
663	0.008059098732
664	0.008026021416
665	0.007993668563
666	0.007938535638
667	0.0079214474
668	0.007921345996
669	0.007921222709
670	0.007902244317
671	0.007881561072
672	0.007872318622
673	0.007851463092
674	0.007830725365
675	0.007806186355
676	0.007788353817
677	0.007788314653
678	0.007774968044
679	0.007753089978
680	0.007729776597
681	0.007704318159
682	0.007691966946
683	0.007691895298
684	0.007654302011
685	0.007638255978
686	0.007638250464
687	0.007638277748
688	0.007622709688
689	0.007603031217
690	0.007584982257
691	0.007536842792
692	0.007529033298
693	0.007516207975
694	0.007501735294
695	0.007483839463
696	0.007438426166
697	0.007420394372
698	0.007420284613
699	0.007395942698
700	0.007383123856
701	0.007370437964
702	0.007346736502
703	0.007318898341
704	0.00729148802
705	0.007269824414
706	0.007253381489
707	0.007218187565
708	0.007178088624
709	0.007166361238
710	0.00714433044
711	0.007113007741
712	0.007096146668
713	0.007067714748
714	0.007067665069
715	0.007067564006
716	0.00704589193
717	0.007023259758
718	0.007010784375
719	0.007010749901
720	0.006992619261
721	0.006992564808
722	0.006980965853
723	0.006967719455
724	0.006967679297
725	0.006948645883
726	0.006925335202
727	0.006906603926
728	0.006891679076
729	0.006891679076
730	0.006875091236
731	0.006852175627
732	0.006839464071
733	0.006813078334
734	0.006813078817
735	0.006813064862
736	0.00679821436
737	0.006785930304
738	0.006761904538
739	0.006735363625
740	0.006694100187
741	0.006669675939
742	0.006669575132
743	0.006669553021
744	0.006656209453
745	0.006656131325
746	0.006639578215
747	0.00661207837
748	0.006596632262
749	0.006594422208
750	0.006583851247
751	0.006557835741
752	0.006541778794
753	0.006522276473
754	0.006497329602
755	0.006484434479
756	0.006484430387
757	0.006484369624
758	0.006459229495
759	0.006459202268
760	0.00645041659
761	0.006425018802
762	0.006424983305
763	0.00640932808
764	0.006387263917
765	0.006365133165
766	0.006328440264
767	0.006312991314
768	0.006293615122
769	0.006263441885
770	0.006246011523
771	0.006246057025
772	0.006228783685
773	0.006217548057
774	0.006217548057
775	0.006205374499
776	0.006183871411
777	0.006172911432
778	0.006160200644
779	0.006147503327
780	0.006129576518
781	0.006114767112
782	0.006086675611
783	0.006066543721
784	0.006040930393
785	0.006030801625
786	0.006030774171
787	0.006022187435
788	0.005997118471
789	0.005985448465
790	0.005959343379
791	0.005959343379
792	0.00594660832
793	0.005929412738
794	0.005901319135
795	0.005881596328
796	0.005881553214
797	0.005881507685
798	0.005870439396
799	0.005859215192
800	0.005859130528
801	0.005836989545
802	0.005836985424
803	0.005820031444
804	0.005793875087
805	0.005780215001
806	0.00576213637
807	0.00574500249
808	0.005724836581
809	0.005724819699
810	0.005724819699
811	0.005706436743
812	0.005687275637
813	0.005687219165
814	0.005687200351
815	0.005687181707
816	0.00566645424
817	0.005656282841
818	0.005638755679
819	0.005626072772
820	0.005626057368
821	0.00561187412
822	0.005593863527
823	0.005593809273
824	0.005593757491
825	0.005593757491
826	0.005593709148
827	0.005581554518
828	0.005581501372
829	0.00558148773
830	0.005581500064
831	0.005578142054
832	0.005578146545
833	0.005560243296
834	0.005560145501
835	0.005544469018
836	0.005544473651
837	0.005544430366
838	0.005525406133
839	0.005525368362
840	0.005512792372
841	0.005494096564
842	0.00549403347
843	0.005493996211
844	0.005476393622
845	0.005476369692
846	0.005476350139
847	0.005476322002
848	0.005461901814
849	0.005439765719
850	0.005439725219
851	0.005439706291
852	0.005431502322
853	0.00541335031
854	0.005402840225
855	0.005402816523
856	0.005402772898
857	0.0054027455
858	0.005402724554
859	0.005387400057
860	0.005387383517
861	0.005387344695
862	0.005387335231
863	0.005387310903
864	0.005387303769
865	0.005387291122
